aX,aY,aZ,gX,gY,gZ
-1.106,4.000,1.135,102.478,-79.224,404.541
-0.338,4.000,0.415,112.488,-76.965,405.762
0.614,4.000,-0.332,107.910,-109.436,376.221
1.985,3.972,-0.516,98.938,-230.530,304.810
3.033,2.479,0.741,76.416,-420.044,174.988
3.057,1.295,2.233,64.270,-557.983,8.667
2.550,0.775,2.558,108.948,-516.785,-114.136
1.900,0.907,1.372,159.607,-293.884,-132.202
1.289,1.297,-0.291,158.569,-21.301,-79.529
0.754,1.554,-1.416,100.220,159.058,-27.649
0.419,1.438,-1.561,17.944,210.083,-15.259
0.208,1.180,-0.915,-56.091,192.627,-27.954
-0.160,0.847,-0.300,-96.497,190.613,-44.556
-0.503,0.560,-0.038,-97.778,202.087,-47.180
-0.670,0.401,-0.136,-80.017,199.707,-43.701
-0.781,0.388,-0.352,-55.481,182.861,-33.386
-0.815,0.419,-0.651,-32.898,166.931,-16.602
-0.731,0.490,-0.891,-19.592,153.442,1.282
-0.622,0.580,-1.077,-11.780,129.211,10.376
-0.533,0.613,-1.210,-1.770,83.923,5.066
-0.473,0.606,-1.244,6.592,31.433,-7.690
-0.445,0.587,-1.199,10.620,-3.235,-17.029
-0.439,0.551,-1.133,10.010,-16.602,-18.005
-0.434,0.521,-1.061,6.836,-18.311,-12.329
-0.372,0.512,-0.968,1.160,-15.930,-1.648
-0.287,0.518,-0.847,-6.226,-9.277,11.414
-0.190,0.525,-0.712,-13.062,1.465,23.071
-0.083,0.542,-0.598,-15.747,12.573,32.532
0.015,0.571,-0.541,-13.123,19.470,37.476
0.071,0.620,-0.542,-8.240,22.522,36.926
0.080,0.673,-0.592,-3.662,24.231,32.776
0.071,0.732,-0.687,0.122,27.283,26.733
0.040,0.761,-0.792,1.160,31.677,19.470
-0.006,0.779,-0.863,-0.305,33.203,13.306
-0.065,0.758,-0.908,-2.563,29.968,8.606
-0.130,0.712,-0.931,-4.883,25.513,4.578
-0.195,0.656,-0.915,-7.751,20.569,2.319
-0.231,0.596,-0.873,-9.949,14.893,2.625
-0.262,0.544,-0.842,-10.071,9.277,5.005
-0.282,0.501,-0.819,-5.859,2.319,7.141
-0.265,0.469,-0.790,0.549,-5.676,10.193
-0.214,0.471,-0.795,7.202,-10.132,15.198
-0.165,0.503,-0.829,11.780,-7.690,20.203
-0.118,0.549,-0.884,13.123,-1.465,23.254
-0.073,0.585,-0.939,11.963,4.150,24.719
-0.031,0.622,-0.991,9.094,6.653,23.621
-0.012,0.650,-1.015,5.676,4.272,19.470
-0.014,0.650,-1.009,2.808,0.061,12.817
-0.033,0.616,-0.994,1.343,-4.211,6.714
-0.053,0.593,-0.959,-0.549,-8.545,1.953
-0.061,0.569,-0.907,-3.052,-10.010,1.038
-0.057,0.573,-0.862,-4.639,-7.324,3.113
-0.044,0.581,-0.839,-4.944,-2.625,6.653
-0.015,0.590,-0.845,-4.456,1.465,9.827
0.008,0.605,-0.858,-4.028,3.357,11.292
0.012,0.617,-0.867,-3.967,2.441,10.010
0.005,0.619,-0.856,-3.906,-0.916,6.897
-0.013,0.616,-0.838,-3.418,-3.906,4.517
-0.033,0.600,-0.806,-2.014,-6.287,2.808
-0.042,0.581,-0.771,0.000,-7.385,3.357
-0.029,0.573,-0.759,3.174,-5.676,5.554
-0.012,0.583,-0.759,5.920,-3.113,8.118
0.008,0.583,-0.767,8.850,-1.221,9.155
0.017,0.589,-0.792,11.475,0.305,8.728
0.009,0.589,-0.827,12.268,1.038,6.775
0.015,0.594,-0.865,9.705,0.977,3.601
0.010,0.587,-0.878,3.845,-0.549,0.061
-0.013,0.586,-0.864,-1.465,-2.808,-3.662
-0.024,0.585,-0.848,-4.883,-5.798,-6.104
-0.038,0.585,-0.821,-6.775,-6.897,-6.653
-0.049,0.594,-0.793,-7.385,-4.822,-4.822
-0.054,0.590,-0.768,-6.531,-1.587,-1.404
-0.043,0.588,-0.762,-4.272,1.953,2.747
-0.033,0.599,-0.772,-1.831,4.883,6.226
-0.025,0.607,-0.788,-0.122,6.592,7.385
-0.015,0.614,-0.796,1.160,6.104,7.263
-0.000,0.626,-0.812,1.831,4.822,5.249
0.001,0.628,-0.832,1.892,3.845,1.465
-0.011,0.617,-0.830,1.221,1.953,-2.319
-0.013,0.616,-0.817,0.061,-0.305,-4.761
-0.015,0.609,-0.815,-0.977,-1.404,-6.470
-0.024,0.600,-0.818,-1.892,-1.038,-8.118
-0.037,0.604,-0.809,-3.296,-1.404,-9.338
-0.051,0.601,-0.788,-4.028,-1.526,-9.705
-0.058,0.586,-0.781,-3.235,-0.671,-9.155
-0.059,0.578,-0.790,-1.892,1.221,-7.324
-0.068,0.583,-0.799,-1.038,2.686,-5.859
-0.079,0.582,-0.803,0.549,2.991,-4.822
-0.082,0.577,-0.819,2.441,2.686,-3.357
-0.079,0.581,-0.836,3.479,2.197,-2.319
-0.071,0.585,-0.845,3.845,1.648,-1.953
-0.059,0.590,-0.855,3.113,1.343,-2.136
-0.054,0.586,-0.852,1.465,1.282,-2.563
-0.044,0.580,-0.838,-0.732,0.854,-2.930
-0.040,0.592,-0.821,-1.831,0.244,-3.357
-0.036,0.606,-0.822,-1.831,0.000,-4.517
-0.037,0.595,-0.831,-1.343,0.916,-6.287
-0.054,0.600,-0.824,-1.648,1.038,-7.751
-0.070,0.599,-0.811,-0.671,0.061,-8.118
-0.075,0.592,-0.807,1.587,-0.977,-6.714
-0.061,0.587,-0.803,3.418,-0.305,-4.578
-0.044,0.582,-0.798,5.066,1.831,-2.502
-0.027,0.577,-0.802,6.531,3.540,-1.099

-0.424,-0.863,-1.532,52.185,-4.272,70.129
-0.394,-1.018,-1.616,61.646,-12.512,71.472
-0.370,-1.238,-1.737,69.702,-19.348,66.589
-0.449,-1.532,-1.872,75.989,-23.193,47.241
-0.683,-1.754,-1.993,82.581,-35.217,20.569
-1.051,-1.942,-2.117,93.079,-61.584,-12.512
-1.546,-1.998,-2.193,107.666,-104.736,-47.852
-2.061,-1.905,-2.150,114.258,-159.241,-55.725
-2.552,-1.708,-1.905,101.685,-201.111,-21.667
-2.930,-1.344,-1.463,69.824,-200.684,55.542
-2.961,-0.700,-1.016,27.954,-163.147,169.556
-2.804,0.078,-0.513,-17.761,-103.455,294.800
-2.435,1.077,0.097,-50.232,-44.983,401.550
-1.801,2.536,0.815,-57.617,-16.418,476.440
-1.278,3.700,1.494,-39.063,2.625,506.958
-1.176,4.000,1.786,3.113,18.005,496.399
-1.437,4.000,1.533,61.890,-0.488,471.863
-1.312,4.000,0.833,106.995,-41.626,469.482
-0.636,4.000,-0.185,119.873,-52.917,492.798
0.456,4.000,-1.311,109.741,-65.186,496.277
2.213,4.000,-1.441,86.670,-193.481,419.617
3.543,2.288,0.174,46.570,-435.669,246.643
3.763,0.675,2.654,21.973,-603.699,18.188
2.727,0.254,3.312,54.443,-534.607,-156.494
1.546,0.463,1.863,130.371,-265.686,-179.749
0.762,1.058,-0.233,165.527,11.780,-105.957
0.231,1.359,-1.660,122.498,147.339,-46.082
-0.024,1.282,-1.824,40.894,135.498,-36.133
-0.387,1.030,-1.097,-32.043,93.506,-47.913
-0.762,0.642,-0.560,-63.416,93.689,-49.133
-0.821,0.354,-0.415,-60.974,107.422,-25.696
-0.615,0.269,-0.392,-48.462,110.901,5.127
-0.434,0.349,-0.475,-32.715,107.849,26.978
-0.231,0.409,-0.636,-12.573,94.482,35.217
-0.112,0.501,-0.755,6.470,59.875,27.649
-0.153,0.550,-0.888,27.283,9.644,2.563
-0.238,0.583,-0.976,42.664,-40.283,-20.996
-0.269,0.613,-1.005,48.035,-65.735,-26.062
-0.231,0.643,-0.977,42.725,-60.242,-12.268
-0.136,0.679,-0.918,30.884,-37.598,10.803
-0.023,0.680,-0.840,16.785,-13.245,32.532
0.098,0.689,-0.738,2.625,5.432,47.180
0.193,0.695,-0.627,-9.155,24.841,52.429
0.250,0.726,-0.532,-16.602,43.823,49.072
0.266,0.750,-0.513,-15.381,52.185,38.147
0.249,0.794,-0.570,-7.690,45.044,22.461
0.173,0.811,-0.656,1.221,30.151,2.258
0.058,0.789,-0.717,7.935,13.733,-15.259
-0.067,0.727,-0.745,11.169,1.831,-25.635
-0.161,0.666,-0.761,12.634,-3.662,-27.283
-0.191,0.647,-0.756,12.573,-5.310,-21.729
-0.210,0.651,-0.802,9.949,-0.122,-10.742
-0.172,0.661,-0.818,9.277,9.705,2.747
-0.078,0.706,-0.852,7.019,15.198,11.230
0.001,0.726,-0.889,4.517,14.648,13.428
0.066,0.741,-0.898,3.418,10.620,10.925
0.102,0.736,-0.895,3.052,4.883,6.165
0.100,0.709,-0.880,3.052,-0.610,-0.793
0.066,0.678,-0.872,2.991,-3.052,-5.920
0.025,0.672,-0.866,2.747,-1.831,-7.629
0.000,0.680,-0.876,2.014,2.686,-4.944
0.001,0.692,-0.896,-0.183,9.949,0.671
0.016,0.708,-0.895,-3.052,15.991,6.165
0.048,0.708,-0.870,-5.310,17.456,8.240
0.067,0.711,-0.846,-5.432,13.916,6.653
0.065,0.695,-0.824,-4.761,7.263,2.563
0.051,0.679,-0.797,-3.845,2.075,-1.709
0.038,0.665,-0.779,-1.770,-0.427,-4.700
0.026,0.654,-0.789,1.160,-1.709,-6.165
0.011,0.652,-0.796,2.380,-1.465,-5.676
-0.003,0.655,-0.790,2.014,0.427,-3.052
0.006,0.660,-0.786,1.404,2.991,-0.305
0.025,0.660,-0.781,0.305,4.700,2.197
0.043,0.663,-0.775,-1.465,7.019,2.747
0.056,0.667,-0.760,-3.113,8.301,2.075
0.082,0.667,-0.763,-3.845,8.423,0.977
0.090,0.675,-0.788,-4.761,10.010,-1.282
0.064,0.673,-0.806,-6.104,10.803,-4.517
0.030,0.692,-0.781,-7.202,8.057,-7.385
0.016,0.679,-0.771,-5.493,6.226,-9.216
0.005,0.660,-0.788,-2.502,5.920,-10.620
0.007,0.665,-0.794,-2.014,4.822,-10.193
0.003,0.679,-0.769,-2.258,5.554,-9.094
0.034,0.667,-0.750,-1.343,7.629,-7.080
0.075,0.679,-0.761,-0.488,8.789,-4.883
0.087,0.677,-0.790,-0.061,10.010,-5.371
0.062,0.685,-0.794,-1.709,10.864,-7.202
0.027,0.674,-0.765,-4.150,10.864,-9.399
-0.005,0.655,-0.755,-4.517,10.010,-10.254
-0.026,0.646,-0.760,-4.089,8.118,-10.498
-0.028,0.659,-0.749,-4.395,6.958,-9.766
-0.019,0.659,-0.711,-3.845,7.324,-8.728
0.020,0.653,-0.706,-1.160,7.874,-7.019
0.065,0.667,-0.729,0.854,8.484,-5.981
0.097,0.676,-0.759,1.404,10.193,-6.287
0.086,0.674,-0.773,0.000,11.597,-8.606
0.043,0.665,-0.766,-2.380,10.925,-12.878
-0.005,0.646,-0.773,-3.540,8.667,-15.991
-0.036,0.644,-0.794,-3.906,6.897,-17.090
-0.052,0.654,-0.796,-5.615,6.958,-16.418
-0.057,0.647,-0.771,-6.897,8.362,-14.648
-0.031,0.647,-0.755,-5.737,8.667,-10.376
0.008,0.659,-0.751,-3.174,8.667,-7.019
0.059,0.665,-0.757,0.000,8.667,-5.188
0.089,0.681,-0.768,2.441,8.484,-5.127
0.089,0.676,-0.792,4.150,8.240,-7.385
0.054,0.675,-0.814,4.517,6.042,-11.719
0.013,0.673,-0.817,3.479,2.014,-16.174
-0.011,0.672,-0.814,1.709,0.305,-17.700
-0.017,0.661,-0.817,-0.610,2.136,-16.663
-0.006,0.660,-0.812,-3.113,5.615,-14.404
0.019,0.668,-0.795,-5.066,8.423,-11.597
0.059,0.691,-0.777,-5.737,11.353,-9.338
0.112,0.702,-0.770,-5.188,13.672,-8.850
0.149,0.715,-0.773,-4.883,16.174,-9.399
0.145,0.702,-0.791,-4.578,17.029,-12.573
0.107,0.685,-0.796,-4.822,14.160,-18.311
0.047,0.667,-0.777,-4.517,9.155,-23.437
-0.000,0.651,-0.769,-3.479,7.507,-25.330

0.023,-1.134,-1.693,14.343,3.479,51.086
-0.057,-1.387,-1.747,25.391,1.404,38.269
-0.233,-1.697,-1.854,45.349,-17.456,16.785
-0.552,-1.969,-1.976,70.313,-49.927,-8.728
-0.915,-2.086,-1.991,87.708,-85.999,-26.917
-1.305,-2.094,-1.873,86.731,-110.291,-16.602
-1.772,-2.043,-1.633,72.876,-113.281,21.484
-2.052,-1.818,-1.333,57.495,-107.666,73.486
-2.207,-1.494,-0.893,37.476,-99.365,137.817
-2.225,-0.956,-0.305,17.395,-85.876,209.656
-2.193,-0.283,0.295,9.888,-76.111,280.945
-2.167,0.638,0.989,21.362,-69.946,340.942
-1.762,2.203,1.717,48.218,-65.369,387.329
-1.168,3.803,2.139,73.181,-32.166,426.453
-0.808,4.000,2.107,90.576,32.471,460.083
-0.682,4.000,1.467,118.164,67.566,466.370
-0.356,4.000,0.399,134.644,67.871,457.031
0.183,4.000,-0.983,120.239,83.679,450.989
0.906,4.000,-2.069,79.224,82.214,420.227
1.705,4.000,-2.078,23.926,-12.878,327.637
2.199,2.902,-0.977,-7.324,-193.054,158.325
2.098,1.401,0.601,-5.371,-382.996,-50.171
1.481,0.406,1.714,40.344,-474.976,-208.496
0.510,0.058,1.693,103.943,-422.974,-269.409
-0.390,0.166,0.778,139.099,-250.916,-229.065
-0.918,0.508,-0.319,122.009,-55.969,-118.164
-1.048,0.754,-1.052,73.669,80.078,0.671
-0.801,0.824,-1.250,26.123,126.587,75.562
-0.371,0.812,-1.104,-12.329,122.559,106.018
-0.221,0.851,-0.837,-36.743,128.113,107.910
-0.137,0.855,-0.740,-37.598,120.361,91.614
0.018,0.875,-0.710,-20.935,84.900,69.641
0.107,0.907,-0.746,-3.113,54.504,49.438
0.124,0.864,-0.858,12.207,43.945,31.189
0.011,0.845,-0.955,23.865,25.452,5.432
-0.157,0.804,-1.018,33.142,-7.385,-19.714
-0.298,0.785,-1.036,35.278,-30.090,-33.752
-0.362,0.754,-1.011,30.396,-32.654,-31.616
-0.322,0.732,-0.929,20.752,-24.109,-17.212
-0.220,0.724,-0.811,10.498,-12.695,0.549
-0.102,0.687,-0.719,2.869,0.977,16.174
-0.026,0.690,-0.647,-3.906,16.907,28.748
0.018,0.705,-0.609,-9.338,33.752,37.598
0.071,0.769,-0.633,-10.925,45.166,42.542
0.113,0.825,-0.709,-9.521,47.852,39.917
0.115,0.845,-0.757,-7.263,39.795,28.992
0.096,0.858,-0.763,-3.906,24.170,14.343
0.040,0.839,-0.761,0.305,8.118,-0.793
-0.030,0.783,-0.756,4.639,-4.333,-12.451
-0.084,0.731,-0.739,6.409,-11.475,-17.334
-0.112,0.676,-0.729,5.798,-9.705,-13.367
-0.104,0.646,-0.726,3.784,-2.502,-4.700
-0.076,0.650,-0.725,0.793,4.333,4.639
-0.049,0.672,-0.759,-1.038,10.132,11.963
-0.029,0.703,-0.814,-2.441,12.268,15.747
-0.017,0.719,-0.841,-4.089,11.108,16.052
0.019,0.726,-0.834,-5.737,10.559,15.442
0.057,0.720,-0.803,-6.104,10.254,12.878
0.077,0.704,-0.763,-4.822,7.874,7.935
0.063,0.697,-0.761,-2.197,5.493,3.174
0.045,0.678,-0.797,0.610,4.028,0.000
0.018,0.673,-0.820,1.404,2.747,-2.075
0.000,0.684,-0.817,0.732,1.587,-3.540
-0.001,0.684,-0.831,0.366,2.380,-3.662
0.002,0.698,-0.833,-1.221,2.869,-3.113
0.016,0.703,-0.820,-2.197,1.038,-3.296
0.011,0.681,-0.789,-1.648,-1.892,-5.066
0.001,0.663,-0.756,-0.061,-5.188,-6.714
-0.005,0.644,-0.739,1.770,-4.395,-6.165
0.003,0.649,-0.740,2.197,0.793,-2.625
0.024,0.674,-0.760,1.465,8.057,2.075
0.052,0.713,-0.799,-0.366,14.404,5.737
0.078,0.739,-0.829,-3.479,17.517,5.981
0.080,0.752,-0.821,-7.019,16.968,2.625
0.065,0.739,-0.785,-8.972,12.146,-3.601
0.044,0.727,-0.750,-7.812,3.357,-11.047
0.027,0.694,-0.740,-5.005,-5.005,-17.883
0.002,0.655,-0.711,-2.441,-10.193,-22.095
-0.026,0.635,-0.681,-1.221,-10.071,-21.362
-0.037,0.631,-0.686,-0.610,-3.601,-15.808
-0.023,0.656,-0.716,-0.977,5.859,-7.141
0.010,0.698,-0.737,-3.052,15.259,0.732
0.041,0.720,-0.753,-5.066,21.423,4.883
0.036,0.726,-0.744,-6.531,22.644,4.150
0.015,0.711,-0.723,-6.409,19.592,0.061
-0.005,0.696,-0.702,-4.761,16.724,-3.357
-0.021,0.679,-0.675,-2.808,17.639,-5.249
-0.026,0.679,-0.655,0.061,21.851,-5.310
-0.009,0.688,-0.671,3.357,26.123,-3.845
0.036,0.711,-0.715,6.104,29.968,-1.587
0.080,0.742,-0.771,5.615,33.875,-0.061
0.081,0.752,-0.815,2.441,37.048,-1.953
0.046,0.747,-0.815,-2.808,36.072,-7.874
-0.011,0.730,-0.798,-7.385,30.090,-15.320
-0.065,0.721,-0.784,-9.155,21.240,-23.010
-0.090,0.727,-0.774,-9.521,11.780,-28.503
-0.082,0.710,-0.791,-8.606,4.639,-32.959
-0.061,0.687,-0.767,-8.423,-0.610,-36.316
-0.030,0.690,-0.713,-9.399,-2.563,-37.415
0.008,0.704,-0.690,-9.888,0.732,-36.133
0.034,0.730,-0.697,-10.315,7.751,-33.508
0.050,0.772,-0.716,-12.024,15.442,-31.067
0.061,0.807,-0.737,-14.282,21.362,-30.762
0.060,0.838,-0.769,-15.686,23.499,-33.142
0.065,0.860,-0.802,-16.541,21.179,-38.513
0.072,0.816,-0.812,-16.418,15.137,-46.753
0.060,0.721,-0.769,-15.259,5.981,-56.824
0.014,0.654,-0.704,-14.404,-0.549,-64.087
-0.042,0.610,-0.683,-13.123,1.038,-64.148
-0.076,0.599,-0.696,-11.902,8.118,-57.068
-0.077,0.615,-0.710,-12.634,16.663,-46.997
-0.056,0.632,-0.729,-13.245,24.658,-36.926
-0.024,0.661,-0.765,-12.878,29.175,-29.358
0.008,0.707,-0.806,-11.597,27.161,-26.611
0.029,0.758,-0.844,-10.559,21.667,-28.503
0.036,0.765,-0.877,-10.437,16.174,-32.593
0.047,0.749,-0.886,-11.230,12.085,-36.560
0.047,0.751,-0.857,-14.587,9.338,-39.368
0.035,0.731,-0.828,-16.785,9.521,-41.992

-0.146,-1.096,-1.820,35.645,-0.732,44.739
-0.239,-1.383,-1.927,47.180,-6.470,50.659
-0.313,-1.663,-2.078,62.805,-17.761,48.523
-0.373,-1.910,-2.240,71.716,-27.283,40.100
-0.632,-2.195,-2.336,68.176,-30.273,25.330
-1.078,-2.363,-2.296,55.115,-38.574,-3.113
-1.713,-2.334,-2.032,33.813,-61.218,-32.959
-2.465,-2.151,-1.405,14.465,-93.018,-29.602
-2.966,-1.841,-0.751,2.502,-117.432,22.644
-3.186,-1.149,-0.271,-1.587,-118.286,119.995
-3.154,-0.217,0.118,-5.371,-95.947,237.549
-2.986,0.881,0.485,-6.287,-70.801,353.516
-2.148,2.473,0.922,-12.024,-47.913,440.125
-1.702,3.978,1.534,-29.236,5.432,463.318
-1.767,4.000,2.344,-32.288,43.396,436.768
-1.445,4.000,2.290,21.179,12.268,433.228
-0.252,4.000,1.017,91.187,-13.306,464.294
1.226,4.000,-0.818,125.305,1.038,491.333
2.609,4.000,-1.680,111.572,-81.482,422.791
3.384,3.240,-0.299,82.275,-290.710,251.221
3.084,1.608,1.064,73.730,-460.205,38.940
2.035,0.807,1.318,85.815,-436.157,-89.722
1.114,0.767,0.538,81.177,-227.173,-79.285
0.652,1.057,-0.605,54.321,32.532,9.216
0.487,1.241,-1.212,14.709,188.660,75.073
0.344,1.162,-1.098,-23.560,203.674,79.407
0.109,0.937,-0.635,-46.875,159.058,44.983
-0.214,0.764,-0.315,-46.875,122.742,11.475
-0.457,0.622,-0.331,-27.466,98.450,-6.775
-0.548,0.570,-0.456,-6.287,77.148,-8.850
-0.644,0.572,-0.689,7.324,70.862,-0.305
-0.631,0.607,-0.856,14.893,62.439,10.986
-0.534,0.647,-0.920,20.752,32.166,14.038
-0.418,0.681,-0.937,27.527,-4.883,10.986
-0.263,0.714,-0.944,32.288,-28.320,10.132
-0.049,0.735,-0.947,33.203,-34.912,13.367
0.125,0.731,-0.917,29.846,-29.541,15.259
0.211,0.705,-0.844,22.400,-18.127,11.963
0.187,0.684,-0.744,12.573,-3.540,7.141
0.134,0.678,-0.687,5.676,10.559,5.737
0.070,0.701,-0.694,2.747,22.644,6.470
0.004,0.702,-0.739,2.380,31.372,6.042
-0.058,0.722,-0.765,2.441,31.433,4.028
-0.117,0.714,-0.796,3.357,27.527,1.831
-0.150,0.697,-0.790,3.296,20.569,0.916
-0.142,0.671,-0.763,3.174,10.498,0.366
-0.144,0.645,-0.726,4.272,0.916,0.061
-0.122,0.638,-0.690,6.409,-6.042,-1.465
-0.108,0.624,-0.700,9.521,-8.850,-2.014
-0.088,0.646,-0.727,12.207,-9.155,-0.488
-0.073,0.665,-0.786,13.489,-7.874,1.099
-0.052,0.691,-0.829,11.780,-3.357,2.686
-0.049,0.700,-0.846,7.996,2.441,4.272
-0.050,0.696,-0.842,3.784,7.202,5.676
-0.029,0.689,-0.832,0.977,8.667,5.798
-0.006,0.696,-0.808,-0.061,7.690,4.028
-0.014,0.687,-0.797,0.793,5.249,1.099
-0.036,0.671,-0.808,3.845,2.319,-1.465
-0.052,0.668,-0.820,7.446,-0.671,-2.502
-0.059,0.671,-0.863,11.047,-2.869,-2.869
-0.057,0.705,-0.917,12.207,-3.052,-1.404
-0.027,0.728,-0.962,10.071,-0.549,1.099
-0.001,0.742,-0.953,4.089,1.160,1.953
0.028,0.738,-0.882,-1.282,0.061,0.305
0.046,0.711,-0.833,-2.808,-1.831,-1.648
0.054,0.697,-0.801,-2.136,-3.967,-2.869
0.052,0.666,-0.784,-1.648,-5.737,-7.019
0.029,0.653,-0.769,0.183,-7.385,-9.583
-0.004,0.656,-0.781,2.197,-4.517,-9.155
-0.018,0.662,-0.825,3.418,4.089,-4.578
-0.009,0.676,-0.855,1.953,13.306,0.610
0.010,0.692,-0.876,-0.366,16.968,3.235
0.013,0.686,-0.885,-2.625,14.343,1.343
0.003,0.680,-0.859,-5.127,8.179,-2.930
0.009,0.672,-0.819,-6.348,2.502,-6.653
0.019,0.661,-0.788,-6.287,0.061,-9.399
0.029,0.643,-0.766,-4.822,-0.549,-11.230
0.028,0.636,-0.763,-3.235,0.244,-11.597
0.020,0.653,-0.768,-3.052,4.089,-9.949
0.000,0.656,-0.773,-3.967,13.428,-6.104
-0.027,0.658,-0.786,-5.676,23.376,-1.282
-0.037,0.659,-0.788,-6.958,28.564,2.014
-0.024,0.668,-0.787,-6.897,28.564,2.991
-0.009,0.670,-0.785,-6.348,24.109,0.916
-0.010,0.665,-0.778,-5.493,17.517,-2.991
-0.008,0.663,-0.762,-4.578,10.315,-6.470
0.005,0.670,-0.747,-3.601,4.822,-8.789
0.018,0.667,-0.740,-2.136,2.319,-10.803
0.011,0.657,-0.744,-0.549,1.648,-12.817
-0.004,0.655,-0.754,-0.183,3.662,-13.062
-0.024,0.659,-0.776,-1.221,8.850,-11.353
-0.049,0.671,-0.772,-3.174,13.489,-9.644
-0.044,0.665,-0.767,-3.906,15.747,-7.629
-0.024,0.672,-0.782,-3.479,16.479,-5.310
0.007,0.688,-0.788,-3.723,16.052,-4.639
0.021,0.690,-0.771,-4.761,14.465,-7.019
0.028,0.679,-0.757,-4.211,11.292,-11.841
0.032,0.681,-0.753,-2.991,6.287,-16.357
0.034,0.666,-0.747,-2.258,3.540,-19.531
0.026,0.665,-0.727,-2.625,6.836,-20.813
0.028,0.674,-0.729,-2.625,14.160,-19.531
0.034,0.694,-0.743,-2.380,20.996,-17.517
0.029,0.705,-0.766,-2.197,25.757,-16.479
0.012,0.703,-0.787,-1.526,26.123,-17.639
-0.001,0.699,-0.800,-0.854,21.179,-20.447
-0.014,0.699,-0.802,-1.160,14.771,-23.926
-0.016,0.700,-0.807,-2.441,9.460,-26.733
-0.009,0.707,-0.811,-4.639,6.226,-29.663
-0.008,0.692,-0.810,-6.958,5.005,-33.447
-0.011,0.689,-0.795,-9.277,2.808,-35.828
-0.013,0.688,-0.779,-10.620,0.488,-36.621
-0.015,0.692,-0.765,-11.536,0.427,-36.438
-0.026,0.693,-0.754,-12.085,2.136,-35.339
-0.023,0.705,-0.756,-12.085,5.127,-33.569
-0.010,0.727,-0.777,-11.597,8.667,-32.043
0.017,0.751,-0.816,-11.169,10.620,-32.227
0.058,0.785,-0.868,-12.573,9.644,-35.767
0.076,0.811,-0.903,-16.724,5.920,-44.067
0.065,0.805,-0.879,-22.400,0.671,-55.603

0.009,-1.003,-1.736,23.376,-1.953,-4.395
-0.113,-1.335,-1.806,35.217,-11.780,-19.165
-0.230,-1.690,-1.911,53.894,-24.292,-30.884
-0.398,-1.972,-1.996,75.745,-35.217,-35.767
-0.613,-2.222,-2.069,94.849,-45.898,-29.053
-0.914,-2.359,-2.087,105.652,-58.594,-15.991
-1.231,-2.305,-1.980,104.431,-73.303,2.563
-1.603,-2.118,-1.714,92.896,-83.313,39.917
-1.771,-1.733,-1.405,75.073,-86.304,92.285
-1.863,-1.377,-0.993,46.143,-70.129,152.283
-1.998,-0.862,-0.360,17.212,-32.593,209.961
-2.063,-0.163,0.344,6.958,-7.019,269.287
-2.090,0.626,0.978,27.954,1.404,327.393
-1.972,1.698,1.454,69.458,1.282,380.493
-1.986,2.796,1.748,110.657,7.446,421.875
-2.071,3.931,1.910,138.306,22.339,449.707
-2.134,4.000,1.719,152.405,41.748,476.135
-2.066,4.000,0.927,148.621,76.050,503.662
-1.751,4.000,-0.456,125.244,122.742,538.269
-0.626,4.000,-2.142,100.586,135.742,564.087
1.055,4.000,-2.818,75.684,42.786,520.935
2.902,3.368,-1.293,39.063,-204.590,358.398
3.856,1.032,1.309,9.888,-487.305,113.098
3.464,-0.076,3.510,35.217,-594.116,-144.104
1.754,0.145,2.652,119.263,-432.312,-270.203
0.323,0.731,0.240,185.974,-130.798,-213.928
-0.391,1.279,-1.697,147.278,99.365,-78.552
-0.428,1.299,-1.912,40.833,174.988,8.362
-0.406,0.962,-0.939,-54.321,159.058,13.306
-0.551,0.583,-0.222,-92.407,146.973,-5.981
-0.836,0.422,-0.075,-82.703,160.034,-10.132
-0.955,0.449,-0.307,-53.345,148.132,-5.615
-0.896,0.566,-0.546,-26.001,114.868,4.517
-0.665,0.608,-0.733,-9.521,96.985,19.836
-0.454,0.604,-0.828,1.343,82.581,23.987
-0.402,0.569,-0.865,14.587,34.363,-0.977
-0.537,0.560,-0.861,29.419,-30.457,-37.170
-0.652,0.556,-0.904,43.884,-73.669,-58.838
-0.646,0.633,-0.995,51.880,-83.374,-52.124
-0.520,0.709,-1.072,49.683,-67.322,-27.344
-0.345,0.759,-1.108,39.429,-42.664,-0.183
-0.167,0.798,-1.086,23.865,-19.226,20.874
-0.052,0.789,-1.022,7.141,-1.343,31.067
-0.013,0.737,-0.899,-8.362,9.949,30.579
-0.007,0.684,-0.754,-19.775,17.334,25.146
-0.032,0.639,-0.625,-24.292,23.071,18.066
-0.079,0.621,-0.568,-22.339,26.978,10.681
-0.147,0.635,-0.605,-15.320,27.283,4.578
-0.203,0.674,-0.700,-6.775,23.682,1.038
-0.260,0.692,-0.790,0.610,17.273,-1.831
-0.297,0.686,-0.851,4.822,8.850,-3.540
-0.308,0.667,-0.867,5.310,1.221,-3.296
-0.278,0.638,-0.847,3.601,-3.174,-1.587
-0.230,0.626,-0.791,0.366,-4.089,0.977
-0.178,0.606,-0.751,-1.587,-3.540,3.723
-0.116,0.613,-0.743,-1.587,-3.052,6.287
-0.078,0.618,-0.760,-0.488,-1.709,7.202
