aX,aY,aZ,gX,gY,gZ
0.447,-0.198,-0.810,-19.287,-10.620,2.991
0.484,-0.203,-0.803,-19.836,-10.193,7.263
0.510,-0.186,-0.817,-20.142,-9.949,9.216
0.530,-0.156,-0.818,-20.935,-10.193,10.864
0.544,-0.121,-0.796,-21.118,-11.292,9.277
0.555,-0.104,-0.778,-18.982,-12.085,6.226
0.570,-0.098,-0.776,-15.381,-12.878,3.357
0.563,-0.107,-0.764,-11.841,-13.062,1.465
0.556,-0.130,-0.759,-7.935,-13.489,0.977
0.568,-0.159,-0.767,-5.493,-12.207,1.953
0.582,-0.171,-0.789,-4.395,-10.193,3.845
0.598,-0.166,-0.811,-5.005,-7.568,5.371
0.609,-0.162,-0.835,-6.531,-5.066,5.920
0.616,-0.156,-0.842,-9.583,-2.991,6.714
0.602,-0.133,-0.828,-13.855,-1.038,7.935
0.582,-0.112,-0.811,-16.602,0.916,8.606
0.579,-0.114,-0.801,-16.296,2.136,8.972
0.591,-0.105,-0.801,-14.771,3.235,8.911
0.600,-0.102,-0.820,-12.268,4.272,6.897
0.595,-0.110,-0.841,-8.667,2.625,3.052
0.583,-0.128,-0.852,-5.127,-0.671,-0.671
0.570,-0.147,-0.868,-3.174,-2.197,-3.540
0.563,-0.168,-0.879,-3.418,-2.136,-5.798
0.550,-0.183,-0.883,-4.944,-1.526,-7.019
0.536,-0.197,-0.865,-7.019,-2.136,-7.019
0.528,-0.208,-0.840,-8.850,-1.831,-5.371
0.524,-0.209,-0.817,-10.681,-1.099,-2.686
0.534,-0.204,-0.817,-11.536,0.122,-0.061
0.546,-0.196,-0.812,-11.658,0.732,1.709
0.571,-0.203,-0.811,-10.498,0.732,1.282
0.571,-0.208,-0.810,-9.644,0.000,-0.916
0.550,-0.208,-0.809,-8.240,-1.465,-3.052
0.525,-0.213,-0.810,-5.920,-3.723,-4.517
0.543,-0.216,-0.814,-5.554,-5.066,-3.784
0.563,-0.218,-0.811,-7.629,-2.441,-2.197
0.569,-0.208,-0.805,-9.888,-0.610,-1.465
0.576,-0.198,-0.794,-10.376,-1.343,-1.160
0.574,-0.198,-0.780,-10.498,-2.075,-0.977
0.547,-0.208,-0.737,-9.888,-1.160,-0.854
0.548,-0.221,-0.717,-6.958,0.305,0.793
0.567,-0.234,-0.739,-3.479,2.319,3.296
0.586,-0.241,-0.777,-0.793,2.319,4.822
0.585,-0.240,-0.808,0.427,0.916,4.822
0.595,-0.232,-0.845,-0.183,0.427,3.784
0.588,-0.232,-0.869,-2.869,1.709,2.014
0.575,-0.230,-0.858,-6.714,1.343,0.854
0.578,-0.220,-0.841,-9.888,0.122,0.916
0.577,-0.210,-0.817,-12.451,1.160,0.427
0.570,-0.207,-0.797,-12.634,1.465,-0.549
0.571,-0.212,-0.776,-9.766,-0.305,-1.770

0.184,-0.294,2.750,61.707,111.694,24.597
0.197,-0.073,3.257,109.314,122.803,25.085
0.138,0.100,3.519,187.622,103.943,21.057
-0.029,0.266,3.557,282.715,60.730,16.968
-0.270,0.462,3.471,372.803,11.230,19.165
-0.540,0.595,3.346,447.876,-24.719,25.208
-0.703,0.556,3.180,503.052,-38.818,39.063
-0.795,0.514,2.987,539.185,-31.433,61.035
-0.749,0.497,2.699,563.965,-13.245,85.999
-0.652,0.524,2.430,577.698,6.531,112.793
-0.620,0.441,2.198,581.421,30.823,129.456
-0.564,0.375,1.863,579.712,53.040,146.362
-0.493,0.356,1.487,569.153,76.355,167.358
-0.450,0.379,1.099,550.903,103.027,182.983
-0.380,0.373,0.638,525.269,125.977,188.843
-0.380,0.362,0.325,497.375,143.860,183.350
-0.398,0.275,0.221,474.609,143.799,173.950
-0.448,0.254,0.132,465.698,121.582,167.236
-0.403,0.333,-0.088,469.360,97.412,170.898
-0.343,0.478,-0.409,468.384,90.393,185.364
-0.192,0.730,-0.948,452.332,99.915,205.139
-0.064,1.014,-1.463,415.466,116.516,218.567
0.072,1.232,-1.752,369.202,118.958,214.966
0.200,1.295,-1.790,326.294,105.896,195.312
0.194,1.305,-1.649,289.246,92.407,163.757
0.162,1.278,-1.526,268.005,73.486,130.005
0.159,1.260,-1.496,256.897,48.645,107.361
0.232,1.245,-1.606,243.408,37.354,100.647
0.334,1.241,-1.774,221.924,36.987,100.891
0.458,1.251,-1.885,192.566,33.203,96.619
0.494,1.229,-1.874,160.400,29.053,84.595
0.492,1.177,-1.778,134.583,22.949,67.444
0.459,1.115,-1.677,115.662,12.085,49.011
0.473,0.992,-1.609,102.112,2.686,31.738
0.494,0.851,-1.588,90.576,-4.517,16.174
0.510,0.682,-1.529,74.036,-11.963,4.944
0.501,0.498,-1.404,52.917,-14.832,0.671
0.517,0.323,-1.269,29.968,-10.925,2.136
0.547,0.162,-1.126,8.911,-3.906,6.958
0.576,0.020,-0.994,-7.690,2.258,11.475
0.607,-0.103,-0.873,-19.592,3.113,14.526
0.646,-0.205,-0.783,-26.733,-0.549,15.625
0.669,-0.283,-0.755,-30.151,-3.174,12.634
0.662,-0.349,-0.748,-32.043,-5.188,4.883
0.617,-0.403,-0.711,-32.776,-7.996,-4.639
0.543,-0.452,-0.679,-31.738,-9.033,-11.902
0.500,-0.470,-0.690,-29.480,-8.850,-14.893
0.442,-0.496,-0.677,-27.954,-6.714,-13.611
0.410,-0.537,-0.658,-26.245,-3.357,-8.545
0.423,-0.540,-0.646,-25.208,0.305,-0.122
0.468,-0.514,-0.644,-24.109,5.066,9.033
0.526,-0.496,-0.654,-21.057,10.803,14.954
0.566,-0.462,-0.666,-15.381,11.902,15.869
0.580,-0.427,-0.686,-7.690,8.789,12.146
0.576,-0.415,-0.704,0.000,4.944,6.470
0.554,-0.402,-0.729,5.981,1.038,1.831
0.531,-0.374,-0.776,9.094,-1.099,-0.671
0.496,-0.345,-0.816,8.850,-0.793,-0.671
0.479,-0.326,-0.853,7.324,-0.427,1.465
0.481,-0.301,-0.867,4.150,1.038,5.371
0.481,-0.267,-0.859,1.038,3.723,8.423
0.501,-0.244,-0.867,0.549,5.127,9.949
0.523,-0.214,-0.880,0.916,3.784,10.254
0.537,-0.195,-0.880,1.160,1.038,9.338
0.544,-0.179,-0.863,1.465,-1.892,6.714
0.555,-0.202,-0.824,2.380,-2.869,2.625
0.563,-0.240,-0.805,3.723,-3.418,-0.977
0.564,-0.273,-0.813,4.395,-4.028,-3.418
0.562,-0.299,-0.823,3.723,-4.944,-5.249
0.544,-0.327,-0.813,2.441,-5.737,-6.287
0.519,-0.350,-0.807,0.732,-5.676,-5.737
0.512,-0.356,-0.824,-0.671,-5.493,-3.662
0.516,-0.348,-0.846,-2.502,-5.371,-0.854
0.521,-0.339,-0.840,-5.493,-5.188,1.526
0.529,-0.346,-0.810,-7.507,-5.127,3.357
0.544,-0.335,-0.772,-7.751,-5.615,4.822
0.567,-0.328,-0.764,-6.653,-5.188,5.615
0.585,-0.319,-0.757,-5.310,-4.089,6.042
0.594,-0.310,-0.753,-4.150,-4.028,6.104
0.605,-0.300,-0.766,-3.113,-4.028,5.920
0.603,-0.289,-0.775,-2.991,-2.869,4.517
0.590,-0.287,-0.772,-2.258,-2.136,2.014
0.584,-0.291,-0.788,-1.343,-1.770,-0.427
0.573,-0.289,-0.813,-1.587,-0.793,-2.441
0.563,-0.298,-0.819,-3.052,0.427,-3.784
0.554,-0.303,-0.820,-5.676,1.709,-4.395
0.555,-0.305,-0.813,-8.972,3.418,-4.089
0.547,-0.321,-0.798,-11.780,4.700,-3.784
0.546,-0.332,-0.780,-13.123,5.005,-3.723
0.560,-0.346,-0.763,-13.306,5.066,-4.517
0.553,-0.353,-0.739,-11.902,4.517,-6.958
0.537,-0.370,-0.720,-7.446,1.221,-10.254
0.516,-0.389,-0.720,-1.892,-3.296,-13.611
0.503,-0.397,-0.755,2.747,-6.470,-14.893
0.497,-0.409,-0.785,4.700,-7.812,-14.404
0.483,-0.420,-0.812,4.089,-8.606,-12.634
0.483,-0.428,-0.825,0.916,-8.301,-9.644
0.501,-0.423,-0.825,-5.066,-6.287,-4.639
0.513,-0.406,-0.810,-11.780,-3.845,0.061
0.524,-0.406,-0.762,-16.724,-2.625,4.456
0.556,-0.396,-0.716,-18.738,-2.014,8.301
0.585,-0.383,-0.686,-17.944,-1.343,10.376
0.607,-0.372,-0.664,-14.099,-1.953,9.705
0.624,-0.371,-0.666,-8.057,-2.930,7.263
0.641,-0.368,-0.685,-2.136,-4.272,3.296
0.638,-0.379,-0.700,2.014,-5.432,-1.221
0.630,-0.383,-0.717,4.089,-6.042,-4.395
0.615,-0.378,-0.733,3.906,-4.700,-5.676
0.594,-0.380,-0.737,2.747,-3.296,-5.493
0.577,-0.388,-0.747,1.648,-1.709,-4.028
0.566,-0.396,-0.766,-0.061,0.305,-1.709
0.553,-0.392,-0.780,-1.770,1.282,1.038
0.547,-0.395,-0.779,-2.869,2.319,3.540
0.554,-0.390,-0.788,-2.686,2.808,5.737
0.571,-0.380,-0.802,-2.441,2.747,6.958
0.576,-0.370,-0.807,-2.991,2.930,6.897
0.575,-0.361,-0.786,-3.784,2.197,6.409
0.568,-0.357,-0.755,-3.967,2.319,5.493
0.572,-0.351,-0.741,-3.113,2.319,5.188

0.198,-0.484,2.103,84.839,-5.066,-5.859
0.112,-0.389,2.416,108.582,0.122,-2.808
0.080,-0.362,2.819,148.010,10.132,0.427
0.064,-0.260,3.070,198.425,20.325,4.578
-0.008,-0.057,3.282,253.113,20.142,8.850
-0.110,0.106,3.434,313.477,6.836,15.442
-0.236,0.248,3.421,374.268,-9.094,29.785
-0.315,0.366,3.248,426.697,-14.038,48.218
-0.383,0.334,3.038,466.919,-8.057,64.880
-0.488,0.252,2.842,498.596,4.883,81.421
-0.524,0.227,2.680,524.841,21.790,100.830
-0.596,0.227,2.484,548.096,38.269,118.774
-0.613,0.246,2.176,569.275,53.223,136.475
-0.550,0.267,1.870,577.820,68.298,154.602
-0.489,0.277,1.589,567.383,85.266,166.626
-0.460,0.260,1.384,545.898,106.262,171.326
-0.447,0.253,1.222,523.315,126.282,172.241
-0.393,0.253,1.211,504.639,138.062,175.110
-0.374,0.267,1.232,493.713,147.156,176.270
-0.438,0.352,1.201,496.582,152.954,177.490
-0.404,0.469,1.069,511.658,148.682,185.791
-0.363,0.589,0.776,528.259,146.057,195.007
-0.408,0.853,0.264,538.391,144.775,202.637
-0.400,1.241,-0.455,532.227,138.489,210.510
-0.229,1.579,-1.270,504.333,139.221,217.834
-0.212,1.967,-1.994,449.890,146.606,221.436
-0.295,2.190,-2.170,375.183,139.832,203.491
-0.347,2.329,-1.929,307.251,123.779,185.791
-0.324,2.411,-1.802,258.545,118.347,171.997
-0.150,2.500,-1.945,232.910,106.384,161.194
0.118,2.500,-2.160,213.379,84.412,142.212
0.237,2.371,-2.252,190.308,61.096,106.934
0.350,2.141,-2.110,164.124,30.334,67.200
0.372,1.838,-1.816,137.878,0.427,30.273
0.353,1.443,-1.559,125.000,-16.357,3.174
0.365,1.001,-1.338,113.281,-19.653,-12.390
0.422,0.653,-1.234,93.750,-23.682,-16.663
0.478,0.345,-1.202,71.472,-20.874,-16.296
0.487,0.129,-1.177,48.096,-16.113,-14.282
0.478,-0.046,-1.110,26.184,-14.954,-9.277
0.486,-0.187,-1.039,8.057,-14.160,-1.892
0.515,-0.295,-0.954,-9.338,-10.437,6.836
0.532,-0.337,-0.856,-24.719,-7.507,13.916
0.572,-0.352,-0.757,-33.203,-8.118,17.639
0.616,-0.339,-0.703,-36.682,-7.812,18.921
0.655,-0.308,-0.701,-35.889,-6.348,19.226
0.664,-0.289,-0.680,-32.227,-5.615,16.113
0.666,-0.299,-0.647,-23.499,-6.836,9.338
0.681,-0.299,-0.660,-10.254,-5.310,2.014
0.669,-0.280,-0.710,2.563,-3.357,-4.028
0.612,-0.258,-0.759,12.451,-1.770,-9.766
0.530,-0.243,-0.806,18.372,-0.061,-12.024
0.462,-0.200,-0.862,18.494,1.953,-8.667
0.443,-0.158,-0.930,13.855,5.859,-0.732
0.487,-0.116,-0.960,5.432,11.719,8.545
0.513,-0.095,-0.947,-3.479,15.320,14.343
0.541,-0.085,-0.906,-9.888,13.794,16.785
0.552,-0.064,-0.841,-14.893,12.085,17.883
0.584,-0.042,-0.793,-17.273,10.132,17.395
0.586,-0.022,-0.814,-10.803,5.615,14.038
0.599,-0.028,-0.832,-5.615,3.662,10.376
0.581,-0.040,-0.841,-4.883,2.441,5.127
0.553,-0.058,-0.862,-4.272,0.549,1.892
0.519,-0.071,-0.880,-6.165,-0.061,0.671
0.475,-0.090,-0.876,-7.874,0.122,0.610
0.460,-0.124,-0.875,-8.423,0.793,1.587
0.473,-0.150,-0.898,-9.033,2.747,2.686
0.490,-0.172,-0.929,-9.949,2.930,2.747
0.488,-0.185,-0.917,-11.902,0.488,2.014
0.506,-0.214,-0.855,-13.489,0.366,0.854
0.516,-0.227,-0.810,-13.672,1.648,-0.793
0.538,-0.228,-0.789,-11.780,0.305,-1.831
0.544,-0.213,-0.778,-9.399,-0.305,-3.235
0.522,-0.240,-0.744,-6.104,-0.610,-4.517
0.515,-0.232,-0.751,-2.625,-2.991,-2.686
0.538,-0.226,-0.785,-1.038,-4.578,0.488
0.557,-0.187,-0.811,-2.075,-4.822,3.662
0.552,-0.170,-0.821,-4.395,-3.906,6.348
0.558,-0.159,-0.826,-6.714,-3.357,8.911
0.576,-0.151,-0.826,-10.315,-1.892,11.841
0.598,-0.137,-0.803,-13.977,-0.122,13.184
0.603,-0.135,-0.751,-14.404,0.977,11.414
0.603,-0.155,-0.723,-9.521,-0.183,6.409
0.617,-0.165,-0.751,-2.380,-1.587,1.343
0.625,-0.169,-0.798,2.747,-1.953,-3.235
0.626,-0.172,-0.835,4.822,-1.099,-7.629
0.620,-0.166,-0.846,3.357,0.793,-9.277
0.619,-0.154,-0.848,-1.648,5.432,-7.751
0.601,-0.137,-0.829,-7.751,12.451,-5.127
0.594,-0.141,-0.813,-11.719,17.761,-2.930
0.593,-0.149,-0.827,-11.719,20.264,-1.648
0.578,-0.176,-0.857,-8.057,19.836,-2.563
0.552,-0.222,-0.884,-3.845,16.357,-5.798
0.527,-0.259,-0.892,-1.343,12.085,-8.911
0.495,-0.279,-0.893,-0.732,9.521,-10.986
0.469,-0.289,-0.887,-1.282,6.775,-10.803
0.446,-0.290,-0.873,-2.930,5.371,-8.545
0.438,-0.283,-0.854,-5.249,5.554,-4.272
0.449,-0.265,-0.856,-6.714,6.165,1.099
0.489,-0.244,-0.871,-8.118,5.249,7.263
0.537,-0.219,-0.872,-9.949,5.005,10.681
0.568,-0.207,-0.858,-10.803,3.662,9.705
0.582,-0.201,-0.831,-10.071,0.366,5.859
0.584,-0.199,-0.810,-7.751,-2.136,0.122
0.563,-0.203,-0.793,-4.578,-4.456,-5.920
0.543,-0.222,-0.786,-0.793,-6.714,-10.864
0.531,-0.230,-0.800,1.526,-7.874,-12.573
0.519,-0.227,-0.813,1.160,-6.348,-11.047
0.514,-0.232,-0.810,-0.549,-4.211,-6.714
0.525,-0.237,-0.814,-2.563,-1.770,-1.526
0.549,-0.238,-0.831,-5.188,0.732,3.357
0.562,-0.231,-0.833,-7.812,1.953,6.653
0.577,-0.232,-0.828,-9.644,2.563,7.019
0.586,-0.234,-0.813,-10.071,2.319,5.493
0.584,-0.233,-0.805,-9.094,1.221,2.747
0.572,-0.236,-0.805,-7.080,-0.427,0.000
0.552,-0.235,-0.807,-5.249,-1.892,-1.770
0.535,-0.244,-0.792,-3.479,-2.380,-2.441
0.530,-0.243,-0.801,-1.465,-1.099,-1.953

-0.096,-0.581,1.508,15.198,20.996,-23.987
0.153,-0.587,0.854,23.682,-4.822,4.211
0.057,-0.586,0.641,12.268,-40.710,13.306
0.085,-0.441,0.797,-20.264,-10.803,-7.629
-0.082,-0.439,0.978,-40.527,11.780,-12.207
0.000,-0.369,0.848,-36.865,17.334,1.343
0.082,-0.293,0.779,-29.175,18.250,10.132
0.072,-0.349,0.839,-26.306,20.325,8.606
0.068,-0.363,0.983,-23.560,12.756,3.601
0.121,-0.346,0.956,-17.822,2.625,-1.099
0.136,-0.330,0.921,-15.564,-4.883,-4.089
0.130,-0.323,0.897,-17.700,-6.348,-8.789
0.088,-0.319,0.887,-19.470,-6.287,-13.977
0.043,-0.316,0.889,-19.470,-9.277,-16.479
-0.009,-0.325,0.902,-16.907,-13.184,-15.808
-0.045,-0.339,0.919,-13.550,-13.245,-12.024
-0.064,-0.337,0.922,-11.292,-8.057,-5.188
-0.053,-0.340,0.923,-10.376,-0.793,2.075
-0.003,-0.334,0.907,-8.789,6.042,6.714
0.048,-0.329,0.903,-7.202,7.812,7.141
0.076,-0.314,0.911,-5.371,5.676,7.385
0.113,-0.311,0.897,-3.296,3.540,8.301
0.115,-0.313,0.904,-1.282,0.732,5.127
0.094,-0.325,0.915,-0.793,-0.732,2.380
0.074,-0.344,0.913,-0.916,-1.709,0.671
0.040,-0.343,0.914,-1.831,-1.892,0.488
0.026,-0.354,0.897,-2.197,-0.244,0.671
0.019,-0.349,0.903,-2.991,1.465,0.854
0.014,-0.332,0.915,-2.808,2.380,0.916
0.018,-0.343,0.908,-0.793,2.686,0.732
0.038,-0.349,0.913,-0.488,1.709,1.160
0.062,-0.343,0.913,-2.197,1.892,1.709
0.080,-0.328,0.916,-4.822,2.380,1.953
0.067,-0.316,0.905,-6.287,2.136,1.709
0.058,-0.312,0.909,-5.676,-0.244,1.831
0.054,-0.291,0.926,-3.540,-1.953,1.404
0.050,-0.311,0.912,0.122,-2.258,-0.549
0.048,-0.312,0.920,3.418,-4.395,-1.221
0.059,-0.314,0.917,5.005,-5.615,-1.526
0.059,-0.333,0.910,5.310,-4.333,-1.770
0.060,-0.336,0.898,4.700,-2.991,-1.099
0.063,-0.340,0.892,3.845,-1.465,0.183
0.081,-0.344,0.899,3.052,0.244,1.221
0.074,-0.345,0.899,2.075,3.174,1.343
0.053,-0.357,0.898,2.197,3.967,0.427
0.057,-0.339,0.907,3.601,1.587,-0.061
0.054,-0.345,0.903,6.287,-0.793,-0.793
0.041,-0.352,0.902,8.789,-2.319,-0.610
0.039,-0.353,0.904,9.094,-2.319,0.183
0.039,-0.358,0.909,8.179,-1.709,1.099
0.030,-0.363,0.907,5.493,-1.099,2.136
0.031,-0.370,0.909,1.892,0.000,3.357
0.034,-0.368,0.908,-2.808,2.869,4.700
0.041,-0.354,0.909,-6.958,5.554,5.615
0.050,-0.332,0.906,-9.338,6.348,4.944
0.043,-0.311,0.914,-9.277,4.761,2.686
0.036,-0.289,0.915,-7.019,1.953,0.122
0.032,-0.290,0.916,-2.991,-0.916,-1.587
0.044,-0.300,0.902,1.343,-2.930,-2.441
0.064,-0.319,0.905,4.028,-3.784,-2.563
0.072,-0.350,0.909,4.761,-3.967,-2.991
0.068,-0.366,0.907,3.601,-3.906,-2.686
0.059,-0.376,0.904,1.221,-3.479,-2.075
0.049,-0.380,0.899,-2.808,-1.404,-1.648
0.041,-0.359,0.907,-6.775,0.305,-1.648
0.062,-0.345,0.911,-8.240,-0.122,-4.028
0.075,-0.313,0.907,-7.385,-4.822,-9.888
0.062,-0.317,0.909,-5.432,-8.911,-10.254
0.026,-0.324,0.905,-3.174,-10.437,-11.230
0.004,-0.337,0.897,-1.099,-9.033,-9.705
-0.016,-0.353,0.906,0.183,-7.019,-7.324
-0.013,-0.358,0.912,-0.244,-4.150,-3.845
-0.007,-0.350,0.914,-1.770,-1.526,-0.793
0.017,-0.333,0.916,-3.479,0.793,2.014
0.042,-0.298,0.923,-4.517,2.747,2.686
0.056,-0.294,0.909,-3.906,3.479,1.099
0.051,-0.291,0.923,-2.625,2.014,-0.305
0.054,-0.303,0.917,-0.305,0.549,-0.977
0.049,-0.313,0.904,2.197,-1.404,-1.160
0.037,-0.326,0.907,4.395,-3.418,-1.343
0.030,-0.341,0.912,5.737,-4.456,-1.404
0.027,-0.348,0.907,6.042,-3.967,-1.404
0.034,-0.341,0.910,5.005,-3.052,-0.977
0.032,-0.345,0.908,3.052,-1.770,-0.977
0.030,-0.347,0.915,0.305,-0.305,-0.488
0.029,-0.350,0.911,-2.625,1.892,0.122
0.033,-0.349,0.908,-5.615,3.662,0.427
0.028,-0.342,0.913,-8.423,4.150,-0.610
0.018,-0.332,0.907,-9.949,3.906,-1.099
0.022,-0.327,0.914,-9.155,2.441,-1.892
0.021,-0.309,0.909,-7.385,0.366,-2.625
0.009,-0.295,0.903,-4.456,-1.404,-2.991
0.001,-0.296,0.911,-0.305,-1.770,-2.014
0.015,-0.318,0.917,3.540,-0.671,-0.061
0.034,-0.328,0.920,4.944,-0.549,1.465
0.051,-0.337,0.921,4.333,-0.854,2.441
0.056,-0.342,0.924,1.709,-1.160,2.625
0.043,-0.340,0.919,-2.075,-0.488,2.014
0.021,-0.334,0.910,-5.066,0.000,1.160
0.005,-0.327,0.911,-6.470,-0.305,0.854
0.003,-0.314,0.906,-6.104,0.122,0.916
0.009,-0.308,0.911,-4.517,1.221,0.793
0.018,-0.310,0.914,-2.197,1.343,0.427
0.019,-0.314,0.918,-0.366,0.183,0.549
0.022,-0.320,0.923,1.221,-0.793,0.488
0.031,-0.330,0.917,1.770,-1.465,0.549
0.041,-0.324,0.915,0.977,-1.282,0.671
0.042,-0.326,0.916,-0.366,-1.160,0.488
0.038,-0.319,0.911,-1.770,-0.977,0.549
0.043,-0.308,0.924,-2.747,-0.549,0.793
0.042,-0.318,0.908,-2.869,1.038,0.549
0.028,-0.312,0.924,-3.052,1.709,0.549
0.016,-0.319,0.915,-2.747,2.380,0.549
0.006,-0.317,0.918,-2.380,1.282,0.732
0.016,-0.313,0.911,-1.953,0.488,0.549
-0.004,-0.319,0.919,-1.099,-0.427,-0.916
0.000,-0.321,0.910,-0.427,-0.732,-0.061
0.023,-0.314,0.915,-0.244,-0.122,1.038
0.045,-0.307,0.919,-0.549,0.732,1.770

-0.327,-0.636,2.511,45.776,-20.691,-10.498
-0.367,-0.602,2.958,98.877,-17.334,15.198
-0.388,-0.565,3.319,166.077,-10.498,36.560
-0.385,-0.466,3.637,239.441,-4.578,55.176
-0.478,-0.165,3.991,306.152,-1.648,72.754
-0.587,0.002,4.000,374.756,-0.916,87.524
-0.769,0.220,4.000,438.354,1.526,104.004
-0.953,0.352,4.000,495.728,12.085,121.765
-0.994,0.361,3.996,546.143,24.597,146.790
-1.036,0.363,3.758,580.078,39.307,177.307
-1.081,0.357,3.516,606.873,62.622,205.322
-1.045,0.312,3.303,631.287,84.229,233.276
-1.056,0.359,2.990,651.611,97.656,260.010
-1.025,0.432,2.473,667.786,109.131,285.339
-0.993,0.602,1.923,672.729,125.793,306.396
-0.807,0.753,1.252,658.020,142.639,320.862
-0.670,0.790,0.693,621.765,161.560,324.890
-0.572,0.806,0.416,575.867,176.208,320.435
-0.521,0.842,0.354,533.630,182.739,310.120
-0.597,0.883,0.508,508.362,189.392,295.654
-0.702,1.119,0.501,508.301,186.462,277.588
-0.766,1.474,0.365,514.343,167.969,273.987
-0.755,1.809,0.049,522.034,155.273,268.860
-0.755,2.145,-0.291,520.020,147.278,258.301
-0.703,2.480,-0.646,508.118,132.690,242.187
-0.628,2.757,-0.907,482.117,116.882,223.938
-0.558,2.991,-1.147,445.862,110.229,210.999
-0.583,3.215,-1.419,396.851,109.314,205.017
-0.930,3.495,-1.723,326.538,110.840,215.820
-0.117,3.490,-1.769,247.253,85.449,232.666
-0.219,3.689,-2.356,227.539,83.008,181.030
-0.050,3.652,-2.457,185.547,80.994,133.362
0.037,3.241,-2.560,151.001,18.372,90.210
0.349,2.638,-2.500,123.169,-18.311,20.386
0.126,1.970,-2.391,99.548,-25.146,-59.387
0.038,1.201,-1.813,52.063,-41.321,-89.172
0.172,0.500,-1.177,-0.610,-70.862,-93.140
0.314,0.055,-0.656,-37.781,-67.566,-100.098
0.331,-0.349,-0.279,-54.199,-66.040,-84.167
0.492,-0.617,-0.068,-52.368,-74.585,-60.730
0.655,-0.758,-0.049,-46.814,-72.144,-41.626
0.808,-0.757,-0.215,-37.170,-62.012,-28.442
0.920,-0.700,-0.410,-28.076,-54.688,-19.653
0.901,-0.616,-0.495,-23.315,-49.988,-16.663
0.818,-0.520,-0.525,-19.897,-44.556,-15.198
0.730,-0.382,-0.568,-19.958,-35.522,-14.038
0.680,-0.274,-0.612,-20.386,-22.888,-10.193
0.669,-0.173,-0.679,-20.569,-10.742,-2.747
0.682,-0.100,-0.728,-22.217,-2.991,6.836
0.716,-0.032,-0.772,-25.574,0.610,16.785
0.785,0.037,-0.793,-30.090,4.700,23.010
0.831,0.094,-0.790,-33.325,8.667,23.621
0.863,0.131,-0.789,-30.457,8.118,18.250
0.863,0.156,-0.785,-22.339,5.737,7.874
0.821,0.162,-0.805,-12.390,3.601,-3.906
0.760,0.130,-0.830,-3.113,0.305,-14.587
0.692,0.099,-0.846,1.953,-2.136,-20.081
0.609,0.074,-0.853,0.671,-2.625,-18.799
0.554,0.045,-0.854,-3.418,-1.709,-12.695
0.553,0.019,-0.884,-7.385,3.906,-4.578
0.554,0.000,-0.892,-15.625,10.925,1.282
0.570,-0.009,-0.900,-21.729,15.137,5.737
0.582,-0.010,-0.885,-25.452,17.334,7.629
0.582,-0.018,-0.854,-26.489,18.677,5.981
0.561,-0.021,-0.828,-23.376,16.846,2.747
0.517,-0.024,-0.814,-17.944,10.620,0.183
0.504,-0.035,-0.835,-10.437,4.395,-2.014
0.486,-0.047,-0.853,-4.211,1.587,-4.517
0.503,-0.053,-0.884,-1.099,1.343,-5.310
0.515,-0.061,-0.932,-1.343,1.526,-6.226
0.538,-0.065,-0.946,-5.310,1.343,-6.653
0.533,-0.074,-0.905,-11.475,-0.122,-6.042
0.530,-0.083,-0.840,-16.663,-1.648,-4.761
0.542,-0.085,-0.782,-20.569,-2.991,-2.319
0.577,-0.090,-0.748,-21.606,-3.052,0.671
0.607,-0.069,-0.719,-21.118,-2.258,3.784
0.655,-0.058,-0.713,-18.188,-1.343,3.845
0.683,-0.033,-0.716,-12.695,-1.587,2.319
0.681,-0.023,-0.728,-6.653,-2.136,-0.488
0.678,-0.027,-0.743,-2.258,-3.662,-2.075
0.669,-0.028,-0.757,0.183,-4.150,-4.944
0.659,-0.039,-0.770,1.892,-1.831,-7.385
0.639,-0.041,-0.772,2.380,-0.305,-8.240
0.637,-0.055,-0.776,2.014,1.099,-7.141
0.633,-0.068,-0.786,1.099,1.709,-6.653
0.617,-0.083,-0.780,-0.122,1.282,-5.859
0.609,-0.105,-0.773,-0.305,1.160,-3.845
0.632,-0.112,-0.766,-0.977,2.136,-1.343
0.638,-0.107,-0.765,-1.648,3.784,-0.549
0.645,-0.103,-0.759,-0.793,3.052,0.305
0.664,-0.089,-0.777,0.732,2.136,-0.305
0.662,-0.079,-0.789,0.977,3.052,-1.648
0.645,-0.074,-0.783,1.038,3.357,-2.563
0.627,-0.065,-0.767,1.160,2.808,-2.686
0.622,-0.053,-0.766,1.526,2.502,-2.075
0.618,-0.043,-0.773,1.892,2.625,-1.221
0.617,-0.037,-0.798,2.380,2.930,-0.366
0.622,-0.036,-0.806,1.953,2.075,0.122
0.623,-0.035,-0.812,0.671,1.221,-0.244
0.622,-0.040,-0.819,-0.244,0.793,-0.977
0.626,-0.048,-0.827,-1.221,0.549,-1.404
0.637,-0.053,-0.828,-3.296,0.793,-2.014
0.643,-0.059,-0.812,-5.310,1.038,-3.174
0.633,-0.075,-0.793,-5.371,0.000,-4.761
0.626,-0.082,-0.777,-4.395,-1.709,-5.920
0.623,-0.084,-0.780,-3.662,-1.770,-6.470
0.616,-0.091,-0.783,-3.540,-1.343,-6.470
0.602,-0.112,-0.771,-3.479,-1.831,-5.615
0.621,-0.114,-0.765,-4.883,-1.770,-3.113
